seqID,syll_1,syll_2,syll_3,syll_4,syll_5,syll_6
seq_0369,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_o_p.mp3,B2_o_t.mp3,B3_u_k.mp3
seq_0370,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_o_p.mp3,B2_u_t.mp3,B3_o_k.mp3
seq_0371,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_o_p.mp3,B2_u_t.mp3,B3_u_k.mp3
seq_0372,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_u_p.mp3,B2_o_t.mp3,B3_o_k.mp3
seq_0373,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_u_p.mp3,B2_o_t.mp3,B3_u_k.mp3
seq_0374,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_u_p.mp3,B2_u_t.mp3,B3_o_k.mp3
seq_0375,A3_i_g.mp3,A2_i_d.mp3,A1_e_b.mp3,B1_u_p.mp3,B2_u_t.mp3,B3_u_k.mp3
seq_0376,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_o_p.mp3,B2_o_t.mp3,B3_o_k.mp3
seq_0377,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_o_p.mp3,B2_o_t.mp3,B3_u_k.mp3
seq_0378,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_o_p.mp3,B2_u_t.mp3,B3_o_k.mp3
seq_0379,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_o_p.mp3,B2_u_t.mp3,B3_u_k.mp3
seq_0380,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_u_p.mp3,B2_o_t.mp3,B3_o_k.mp3
seq_0381,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_u_p.mp3,B2_o_t.mp3,B3_u_k.mp3
seq_0382,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_u_p.mp3,B2_u_t.mp3,B3_o_k.mp3
seq_0383,A3_i_g.mp3,A2_i_d.mp3,A1_i_b.mp3,B1_u_p.mp3,B2_u_t.mp3,B3_u_k.mp3
